id,customer_id,assigned_to,file_number,docket_date,file_type,file_status,reference_dealer_id,reference_broker_id,created_at,updated_at,id_customer,city,state,pincode,customer_type,created_at_customer,id_finance,file_id,lan_number,loan_amount,no_of_months,emi_amount,bank_id,area,fc_sc_gst_amount,gap_interest,old_loan_amount,irr_percentage,ls_amount,disbursement_amount,rto_hold_amount,total_amount,company_bank_id,id_payment_in,file_id_payment_in,payment_amount,paid_amount,remaining_amount,round_up,payment_mode,payment_date,payment_from,cheque_bank_name,branch_name,cheque_amount,utr_no,company_bank_id_payment_in,id_payment_out,file_id_payment_out,amount,payment_mode_payment_out,payment_date_payment_out,payment_to,payee_dealer_id,payee_broker_id,bank_account_no,ifsc_code,cheque_bank_name_payment_out,branch_name_payment_out,cheque_amount_payment_out,utr_no_payment_out,company_bank_id_payment_out,status,id_advances,dealer_id,broker_id,advance_date,amount_advances,payment_mode_advances,utr_cheque_number,purpose,file_id_advances,recovery_status,amount_recovered,created_at_advances,updated_at_advances,deleted_at,ml_recommendation,customer_tenure_months,risk_score,loan_burden_score,advance_ratio,overdue_severity,recovery_percentage
3510,351,204,FN-2025-00351,1692316800.0,Renewal,Disbursed,515,617.0,1692360000.0,1692446400.0,351,Jodhpur,Rajasthan,342001,business,1692273600.0,351,3510,LAN221173,800000,48,20521,14,Approved Area,8000,3868,0,10.6,3771,784361,5000,803868,2,1015,3510,20521,20521,0,0,Missing,1697500800.0,Missing,Missing,Missing,0,UTRIN3391341,2,351,3510,784361,NEFT,1692748800.0,Dealer,515,617,4600414984,BANK0003189,Missing,Missing,0,UTROUT4694011,2,pending,351,515,617.0,1675900800.0,50000,neft,ADV130610,Emergency inventory pooling,3510,Partially Recovered,34875,1673301600.0,1673388000.0,0.0,High Risk / Likely Rejected,34,2,0.02565125,0.0625,0.0,69.75
3510,351,204,FN-2025-00351,1692316800.0,Renewal,Disbursed,515,617.0,1692360000.0,1692446400.0,351,Jodhpur,Rajasthan,342001,business,1692273600.0,351,3510,LAN221173,800000,48,20521,14,Approved Area,8000,3868,0,10.6,3771,784361,5000,803868,2,1016,3510,20521,19641,880,0,Missing,1700092800.0,Missing,Missing,Missing,0,UTRIN1418620,2,351,3510,784361,NEFT,1692748800.0,Dealer,515,617,4600414984,BANK0003189,Missing,Missing,0,UTROUT4694011,2,pending,351,515,617.0,1675900800.0,50000,neft,ADV130610,Emergency inventory pooling,3510,Partially Recovered,34875,1673301600.0,1673388000.0,0.0,High Risk / Likely Rejected,34,2,0.02565125,0.0625,0.042882900443448176,69.75
3520,352,201,FN-2026-00352,1693267200.0,Used Vehicle,Under Process,504,611.0,1693314000.0,1693400400.0,352,Jodhpur,Rajasthan,342001,individual,1693227600.0,352,3520,LAN889221,300000,48,7590,10,Rejected Area,3000,3758,0,9.87,731,292511,0,303758,1,1017,3520,7590,0,7590,0,Missing,1695859200.0,Missing,Missing,Missing,0,Missing,1,352,3520,292511,DD,1693699200.0,Customer,504,0,3337397913,BANK0002185,Missing,Missing,0,UTROUT4502357,1,pending,352,504,611.0,1672617600.0,150000,cash,ADV475358,Dealer commission advance,3520,Not Recovered,0,1702152000.0,1702238400.0,0.0,Likely Approved,33,2,0.0253,0.5,1.0,0.0
3520,352,201,FN-2026-00352,1693267200.0,Used Vehicle,Under Process,504,611.0,1693314000.0,1693400400.0,352,Jodhpur,Rajasthan,342001,individual,1693227600.0,352,3520,LAN889221,300000,48,7590,10,Rejected Area,3000,3758,0,9.87,731,292511,0,303758,1,1018,3520,7590,0,7590,0,Missing,1698451200.0,Missing,Missing,Missing,0,Missing,1,352,3520,292511,DD,1693699200.0,Customer,504,0,3337397913,BANK0002185,Missing,Missing,0,UTROUT4502357,1,pending,352,504,611.0,1672617600.0,150000,cash,ADV475358,Dealer commission advance,3520,Not Recovered,0,1702152000.0,1702238400.0,0.0,Likely Approved,33,2,0.0253,0.5,1.0,0.0
3520,352,201,FN-2026-00352,1693267200.0,Used Vehicle,Under Process,504,611.0,1693314000.0,1693400400.0,352,Jodhpur,Rajasthan,342001,individual,1693227600.0,352,3520,LAN889221,300000,48,7590,10,Rejected Area,3000,3758,0,9.87,731,292511,0,303758,1,1019,3520,7590,0,7590,0,Missing,1701043200.0,Missing,Missing,Missing,0,UTRIN9321129,1,352,3520,292511,DD,1693699200.0,Customer,504,0,3337397913,BANK0002185,Missing,Missing,0,UTROUT4502357,1,pending,352,504,611.0,1672617600.0,150000,cash,ADV475358,Dealer commission advance,3520,Not Recovered,0,1702152000.0,1702238400.0,0.0,Likely Approved,33,2,0.0253,0.5,1.0,0.0
3530,353,206,FN-2025-00353,1684022400.0,Renewal,Sanctioned,519,603.0,1683914400.0,1684260000.0,353,Mumbai,Maharashtra,400001,individual,1683828000.0,353,3530,LAN501166,500000,72,9321,15,Central Area,5000,1495,100000,10.23,261,493244,5000,501495,1,1020,3530,9321,9321,0,0,Missing,1686441600.0,Missing,Bank of Baroda,Main Branch,9321,Missing,1,353,3530,493244,Cheque,1684281600.0,Broker,519,603,7103045555,BANK0006866,Bank of Baroda,Corporate Branch,493244,Missing,1,pending,353,519,603.0,1672617600.0,50000,rtgs,ADV256224,Insurance premium advance,3530,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,Likely Approved,37,1,0.018642,0.1,0.0,100.0
3530,353,206,FN-2025-00353,1684022400.0,Renewal,Sanctioned,519,603.0,1683914400.0,1684260000.0,353,Mumbai,Maharashtra,400001,individual,1683828000.0,353,3530,LAN501166,500000,72,9321,15,Central Area,5000,1495,100000,10.23,261,493244,5000,501495,1,1021,3530,9321,9321,0,0,Missing,1689033600.0,Missing,Missing,Missing,0,UTRIN1105506,1,353,3530,493244,Cheque,1684281600.0,Broker,519,603,7103045555,BANK0006866,Bank of Baroda,Corporate Branch,493244,Missing,1,pending,353,519,603.0,1672617600.0,50000,rtgs,ADV256224,Insurance premium advance,3530,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,Likely Approved,37,1,0.018642,0.1,0.0,100.0
3540,354,208,FN-2024-00354,1681084800.0,Used Vehicle,Completed,512,611.0,1680746400.0,1681610400.0,354,Indore,Madhya Pradesh,452001,individual,1680660000.0,354,3540,LAN858119,800000,60,18668,15,Approved Area,8000,2792,0,14.13,2037,787171,0,802792,3,1022,3540,18668,18668,0,0,Missing,1683331200.0,Missing,Missing,Missing,0,UTRIN5108377,3,354,3540,787171,Cash,1681171200.0,Customer,512,0,9006868283,BANK0002182,Missing,Missing,0,UTROUT6492824,3,completed,354,512,611.0,1672617600.0,50000,cheque,ADV498777,Dealer commission advance,3540,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,38,2,0.023335,0.0625,0.0,100.0
3540,354,208,FN-2024-00354,1681084800.0,Used Vehicle,Completed,512,611.0,1680746400.0,1681610400.0,354,Indore,Madhya Pradesh,452001,individual,1680660000.0,354,3540,LAN858119,800000,60,18668,15,Approved Area,8000,2792,0,14.13,2037,787171,0,802792,3,1023,3540,18668,18668,0,0,Missing,1685923200.0,Missing,Missing,Missing,0,UTRIN3427658,3,354,3540,787171,Cash,1681171200.0,Customer,512,0,9006868283,BANK0002182,Missing,Missing,0,UTROUT6492824,3,completed,354,512,611.0,1672617600.0,50000,cheque,ADV498777,Dealer commission advance,3540,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,38,2,0.023335,0.0625,0.0,100.0
3540,354,208,FN-2024-00354,1681084800.0,Used Vehicle,Completed,512,611.0,1680746400.0,1681610400.0,354,Indore,Madhya Pradesh,452001,individual,1680660000.0,354,3540,LAN858119,800000,60,18668,15,Approved Area,8000,2792,0,14.13,2037,787171,0,802792,3,1024,3540,18668,18668,0,0,Missing,1688515200.0,Missing,Missing,Missing,0,UTRIN5918001,3,354,3540,787171,Cash,1681171200.0,Customer,512,0,9006868283,BANK0002182,Missing,Missing,0,UTROUT6492824,3,completed,354,512,611.0,1672617600.0,50000,cheque,ADV498777,Dealer commission advance,3540,Fully Recovered,50000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,38,2,0.023335,0.0625,0.0,100.0
3550,355,210,FN-2024-00355,1686182400.0,Renewal,Disbursed,517,611.0,1685930400.0,1686016800.0,355,Jodhpur,Rajasthan,342001,business,1685844000.0,355,3550,LAN883048,500000,48,12623,10,Central Area,5000,2557,200000,9.76,2763,489680,0,502557,3,1025,3550,12623,12623,0,0,Missing,1688515200.0,Missing,Missing,Missing,0,UTRIN3419688,3,355,3550,489680,UPI,1686355200.0,Customer,517,0,2733471995,BANK0005494,Missing,Missing,0,UTROUT5928570,3,pending,355,517,611.0,1672617600.0,20000,imps,ADV825510,Short term vehicle modification,3550,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,Likely Approved,36,1,0.025246,0.04,0.0,100.0
3550,355,210,FN-2024-00355,1686182400.0,Renewal,Disbursed,517,611.0,1685930400.0,1686016800.0,355,Jodhpur,Rajasthan,342001,business,1685844000.0,355,3550,LAN883048,500000,48,12623,10,Central Area,5000,2557,200000,9.76,2763,489680,0,502557,3,1026,3550,12623,12623,0,0,Missing,1691107200.0,Missing,Missing,Missing,0,Missing,3,355,3550,489680,UPI,1686355200.0,Customer,517,0,2733471995,BANK0005494,Missing,Missing,0,UTROUT5928570,3,pending,355,517,611.0,1672617600.0,20000,imps,ADV825510,Short term vehicle modification,3550,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,Likely Approved,36,1,0.025246,0.04,0.0,100.0
3560,356,201,FN-2026-00356,1691280000.0,New Vehicle,Under Process,510,611.0,1691280000.0,1692144000.0,356,Rajkot,Gujarat,360001,individual,1691193600.0,356,3560,LAN114060,500000,48,13336,15,Approved Area,5000,2234,0,12.69,4267,488499,0,502234,1,1027,3560,13336,13336,0,0,Missing,1693872000.0,Missing,ICICI Bank,Main Branch,13336,Missing,1,356,3560,488499,RTGS,1691712000.0,Dealer,510,0,1907478282,BANK0006741,Missing,Missing,0,UTROUT2051379,1,pending,356,510,611.0,1672617600.0,50000,upi,ADV619999,Dealer commission advance,3560,Partially Recovered,25570,1672700400.0,1672866000.0,0.0,Likely Approved,34,0,0.026672,0.1,0.0,51.13999999999999
3560,356,201,FN-2026-00356,1691280000.0,New Vehicle,Under Process,510,611.0,1691280000.0,1692144000.0,356,Rajkot,Gujarat,360001,individual,1691193600.0,356,3560,LAN114060,500000,48,13336,15,Approved Area,5000,2234,0,12.69,4267,488499,0,502234,1,1028,3560,13336,12397,939,0,Missing,1696464000.0,Missing,Missing,Missing,0,UTRIN5527803,1,356,3560,488499,RTGS,1691712000.0,Dealer,510,0,1907478282,BANK0006741,Missing,Missing,0,UTROUT2051379,1,pending,356,510,611.0,1672617600.0,50000,upi,ADV619999,Dealer commission advance,3560,Partially Recovered,25570,1672700400.0,1672866000.0,0.0,Likely Approved,34,0,0.026672,0.1,0.07041091781643671,51.13999999999999
3560,356,201,FN-2026-00356,1691280000.0,New Vehicle,Under Process,510,611.0,1691280000.0,1692144000.0,356,Rajkot,Gujarat,360001,individual,1691193600.0,356,3560,LAN114060,500000,48,13336,15,Approved Area,5000,2234,0,12.69,4267,488499,0,502234,1,1029,3560,13336,13336,0,0,Missing,1699056000.0,Missing,Punjab National Bank,Main Branch,13336,Missing,1,356,3560,488499,RTGS,1691712000.0,Dealer,510,0,1907478282,BANK0006741,Missing,Missing,0,UTROUT2051379,1,pending,356,510,611.0,1672617600.0,50000,upi,ADV619999,Dealer commission advance,3560,Partially Recovered,25570,1672700400.0,1672866000.0,0.0,Likely Approved,34,0,0.026672,0.1,0.0,51.13999999999999
3570,357,203,FN-2024-00357,1699228800.0,Renewal,Under Process,520,611.0,1699052400.0,1699570800.0,357,Indore,Madhya Pradesh,452001,individual,1698966000.0,357,3570,LAN901489,300000,60,6482,2,Central Area,3000,4235,100000,10.73,4574,288191,10000,304235,2,1030,3570,6482,5948,534,0,Missing,1701561600.0,Missing,Missing,Missing,0,UTRIN5556644,2,357,3570,288191,Cash,1699401600.0,Customer,520,0,6843287994,BANK0006032,Missing,Missing,0,UTROUT3350697,2,completed,357,520,611.0,1672617600.0,50000,cheque,ADV809778,Emergency inventory pooling,3570,Partially Recovered,21971,1672700400.0,1672866000.0,0.0,Likely Approved,31,1,0.021606666666666666,0.16666666666666666,0.08238198087010182,43.942
3570,357,203,FN-2024-00357,1699228800.0,Renewal,Under Process,520,611.0,1699052400.0,1699570800.0,357,Indore,Madhya Pradesh,452001,individual,1698966000.0,357,3570,LAN901489,300000,60,6482,2,Central Area,3000,4235,100000,10.73,4574,288191,10000,304235,2,1031,3570,6482,6482,0,0,Missing,1704153600.0,Missing,Missing,Missing,0,Missing,2,357,3570,288191,Cash,1699401600.0,Customer,520,0,6843287994,BANK0006032,Missing,Missing,0,UTROUT3350697,2,completed,357,520,611.0,1672617600.0,50000,cheque,ADV809778,Emergency inventory pooling,3570,Partially Recovered,21971,1672700400.0,1672866000.0,0.0,Likely Approved,31,1,0.021606666666666666,0.16666666666666666,0.0,43.942
3570,357,203,FN-2024-00357,1699228800.0,Renewal,Under Process,520,611.0,1699052400.0,1699570800.0,357,Indore,Madhya Pradesh,452001,individual,1698966000.0,357,3570,LAN901489,300000,60,6482,2,Central Area,3000,4235,100000,10.73,4574,288191,10000,304235,2,1032,3570,6482,6482,0,0,Missing,1706745600.0,Missing,Missing,Missing,0,UTRIN4024840,2,357,3570,288191,Cash,1699401600.0,Customer,520,0,6843287994,BANK0006032,Missing,Missing,0,UTROUT3350697,2,completed,357,520,611.0,1672617600.0,50000,cheque,ADV809778,Emergency inventory pooling,3570,Partially Recovered,21971,1672700400.0,1672866000.0,0.0,Likely Approved,31,1,0.021606666666666666,0.16666666666666666,0.0,43.942
3570,357,203,FN-2024-00357,1699228800.0,Renewal,Under Process,520,611.0,1699052400.0,1699570800.0,357,Indore,Madhya Pradesh,452001,individual,1698966000.0,357,3570,LAN901489,300000,60,6482,2,Central Area,3000,4235,100000,10.73,4574,288191,10000,304235,2,1033,3570,6482,6482,0,0,Missing,1709337600.0,Missing,Missing,Missing,0,UTRIN1379231,2,357,3570,288191,Cash,1699401600.0,Customer,520,0,6843287994,BANK0006032,Missing,Missing,0,UTROUT3350697,2,completed,357,520,611.0,1672617600.0,50000,cheque,ADV809778,Emergency inventory pooling,3570,Partially Recovered,21971,1672700400.0,1672866000.0,0.0,Likely Approved,31,1,0.021606666666666666,0.16666666666666666,0.0,43.942
3580,358,215,FN-2026-00358,1700438400.0,Used Vehicle,Cancelled,515,618.0,1700164800.0,1700683200.0,358,Indore,Madhya Pradesh,452001,individual,1700078400.0,358,3580,LAN755725,800000,48,22651,14,Central Area,8000,3723,0,15.95,2675,785602,0,803723,1,1034,3580,22651,22651,0,0,Missing,1702684800.0,Missing,Axis Bank,Main Branch,22651,Missing,1,358,3580,785602,Cash,1700524800.0,Other,515,618,2648108241,BANK0009021,Missing,Missing,0,UTROUT3151521,1,pending,358,515,618.0,1673481600.0,20000,neft,ADV372151,Bridge financing for trade-in,3580,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,2,0.02831375,0.025,0.0,100.0
3580,358,215,FN-2026-00358,1700438400.0,Used Vehicle,Cancelled,515,618.0,1700164800.0,1700683200.0,358,Indore,Madhya Pradesh,452001,individual,1700078400.0,358,3580,LAN755725,800000,48,22651,14,Central Area,8000,3723,0,15.95,2675,785602,0,803723,1,1035,3580,22651,22651,0,0,Missing,1705276800.0,Missing,Missing,Missing,0,UTRIN6298350,1,358,3580,785602,Cash,1700524800.0,Other,515,618,2648108241,BANK0009021,Missing,Missing,0,UTROUT3151521,1,pending,358,515,618.0,1673481600.0,20000,neft,ADV372151,Bridge financing for trade-in,3580,Fully Recovered,20000,1672700400.0,1672866000.0,0.0,High Risk / Likely Rejected,31,2,0.02831375,0.025,0.0,100.0
3590,359,206,FN-2024-00359,1691107200.0,Used Vehicle,Sanctioned,507,602.0,1691096400.0,1691182800.0,359,Mumbai,Maharashtra,400001,individual,1691010000.0,359,3590,LAN725290,300000,60,6693,1,Rejected Area,3000,3422,0,12.13,1586,291992,10000,303422,2,1036,3590,6693,1233,5460,0,Missing,1693612800.0,Missing,Axis Bank,Main Branch,1233,Missing,2,359,3590,291992,Cheque,1691452800.0,Dealer,507,602,6733158970,BANK0003587,Missing,Missing,0,UTROUT4065326,2,completed,359,507,602.0,1672617600.0,50000,cheque,ADV936959,Insurance premium advance,3590,Not Recovered,0,1672700400.0,1672866000.0,0.0,Likely Approved,34,2,0.02231,0.16666666666666666,0.8157776781712237,0.0
3590,359,206,FN-2024-00359,1691107200.0,Used Vehicle,Sanctioned,507,602.0,1691096400.0,1691182800.0,359,Mumbai,Maharashtra,400001,individual,1691010000.0,359,3590,LAN725290,300000,60,6693,1,Rejected Area,3000,3422,0,12.13,1586,291992,10000,303422,2,1037,3590,6693,1532,5161,0,Missing,1696204800.0,Missing,Missing,Missing,0,Missing,2,359,3590,291992,Cheque,1691452800.0,Dealer,507,602,6733158970,BANK0003587,Missing,Missing,0,UTROUT4065326,2,completed,359,507,602.0,1672617600.0,50000,cheque,ADV936959,Insurance premium advance,3590,Not Recovered,0,1672700400.0,1672866000.0,0.0,Likely Approved,34,2,0.02231,0.16666666666666666,0.7711041386523233,0.0
3600,360,213,FN-2026-00360,1675036800.0,Renewal,Login,517,611.0,1674691200.0,1675468800.0,360,Mumbai,Maharashtra,400001,business,1674604800.0,360,3600,LAN466975,800000,72,17081,2,Approved Area,8000,4014,0,15.38,10,787976,0,804014,3,1038,3600,17081,17081,0,0,Missing,1677283200.0,Missing,Missing,Missing,0,UTRIN1404438,3,360,3600,787976,UPI,1675123200.0,Dealer,517,0,9077968691,BANK0002518,Missing,Missing,0,UTROUT6010189,3,completed,360,517,611.0,1696204800.0,50000,upi,ADV343427,Emergency inventory pooling,3600,Fully Recovered,50000,1693695600.0,1699052400.0,0.0,High Risk / Likely Rejected,41,2,0.02135125,0.0625,0.0,100.0
3600,360,213,FN-2026-00360,1675036800.0,Renewal,Login,517,611.0,1674691200.0,1675468800.0,360,Mumbai,Maharashtra,400001,business,1674604800.0,360,3600,LAN466975,800000,72,17081,2,Approved Area,8000,4014,0,15.38,10,787976,0,804014,3,1039,3600,17081,17081,0,0,Missing,1679875200.0,Missing,ICICI Bank,Main Branch,17081,Missing,3,360,3600,787976,UPI,1675123200.0,Dealer,517,0,9077968691,BANK0002518,Missing,Missing,0,UTROUT6010189,3,completed,360,517,611.0,1696204800.0,50000,upi,ADV343427,Emergency inventory pooling,3600,Fully Recovered,50000,1693695600.0,1699052400.0,0.0,High Risk / Likely Rejected,41,2,0.02135125,0.0625,0.0,100.0
3600,360,213,FN-2026-00360,1675036800.0,Renewal,Login,517,611.0,1674691200.0,1675468800.0,360,Mumbai,Maharashtra,400001,business,1674604800.0,360,3600,LAN466975,800000,72,17081,2,Approved Area,8000,4014,0,15.38,10,787976,0,804014,3,1040,3600,17081,17081,0,0,Missing,1682467200.0,Missing,Missing,Missing,0,UTRIN6884702,3,360,3600,787976,UPI,1675123200.0,Dealer,517,0,9077968691,BANK0002518,Missing,Missing,0,UTROUT6010189,3,completed,360,517,611.0,1696204800.0,50000,upi,ADV343427,Emergency inventory pooling,3600,Fully Recovered,50000,1693695600.0,1699052400.0,0.0,High Risk / Likely Rejected,41,2,0.02135125,0.0625,0.0,100.0
3610,361,210,FN-2026-00361,1703462400.0,New Vehicle,Sanctioned,518,610.0,1703174400.0,1703433600.0,361,Bhopal,Madhya Pradesh,462001,individual,1703088000.0,361,3610,LAN799348,1500000,60,32166,12,Approved Area,15000,4373,0,10.4,139,1480488,0,1504373,1,1041,3610,32166,32166,0,0,Missing,1705708800.0,Missing,Missing,Missing,0,UTRIN3204748,1,361,3610,1480488,RTGS,1703548800.0,Other,518,610,2388890968,BANK0003931,Punjab National Bank,Corporate Branch,1480488,Missing,1,pending,361,518,610.0,1714521600.0,80000,neft,ADV599789,Bridge financing for trade-in,3610,Fully Recovered,80000,1712005200.0,1709413200.0,0.0,High Risk / Likely Rejected,30,4,0.021444,0.05333333333333334,0.0,100.0
3610,361,210,FN-2026-00361,1703462400.0,New Vehicle,Sanctioned,518,610.0,1703174400.0,1703433600.0,361,Bhopal,Madhya Pradesh,462001,individual,1703088000.0,361,3610,LAN799348,1500000,60,32166,12,Approved Area,15000,4373,0,10.4,139,1480488,0,1504373,1,1042,3610,32166,32166,0,0,Missing,1708300800.0,Missing,Missing,Missing,0,UTRIN2852877,1,361,3610,1480488,RTGS,1703548800.0,Other,518,610,2388890968,BANK0003931,Punjab National Bank,Corporate Branch,1480488,Missing,1,pending,361,518,610.0,1714521600.0,80000,neft,ADV599789,Bridge financing for trade-in,3610,Fully Recovered,80000,1712005200.0,1709413200.0,0.0,High Risk / Likely Rejected,30,4,0.021444,0.05333333333333334,0.0,100.0
3620,362,213,FN-2024-00362,1679529600.0,Renewal,Draft,513,603.0,1679428800.0,1679515200.0,362,Indore,Madhya Pradesh,452001,business,1679342400.0,362,3620,LAN575774,500000,36,16248,4,Central Area,5000,2470,200000,10.49,4503,488027,5000,502470,3,1043,3620,16248,16248,0,0,Missing,1681948800.0,Missing,Missing,Missing,0,UTRIN2525364,3,362,3620,488027,Cash,1679788800.0,Dealer,513,603,5203784005,BANK0005441,Missing,Missing,0,UTROUT5841038,3,pending,362,513,603.0,1683158400.0,50000,neft,ADV969056,Emergency inventory pooling,3620,Fully Recovered,50000,1680642000.0,1680728400.0,0.0,Needs Manual Review,39,2,0.032496,0.1,0.0,100.0
3620,362,213,FN-2024-00362,1679529600.0,Renewal,Draft,513,603.0,1679428800.0,1679515200.0,362,Indore,Madhya Pradesh,452001,business,1679342400.0,362,3620,LAN575774,500000,36,16248,4,Central Area,5000,2470,200000,10.49,4503,488027,5000,502470,3,1044,3620,16248,16248,0,0,Missing,1684540800.0,Missing,Missing,Missing,0,UTRIN7788118,3,362,3620,488027,Cash,1679788800.0,Dealer,513,603,5203784005,BANK0005441,Missing,Missing,0,UTROUT5841038,3,pending,362,513,603.0,1683158400.0,50000,neft,ADV969056,Emergency inventory pooling,3620,Fully Recovered,50000,1680642000.0,1680728400.0,0.0,Needs Manual Review,39,2,0.032496,0.1,0.0,100.0
3620,362,213,FN-2024-00362,1679529600.0,Renewal,Draft,513,603.0,1679428800.0,1679515200.0,362,Indore,Madhya Pradesh,452001,business,1679342400.0,362,3620,LAN575774,500000,36,16248,4,Central Area,5000,2470,200000,10.49,4503,488027,5000,502470,3,1045,3620,16248,16248,0,0,Missing,1687132800.0,Missing,Missing,Missing,0,UTRIN9990249,3,362,3620,488027,Cash,1679788800.0,Dealer,513,603,5203784005,BANK0005441,Missing,Missing,0,UTROUT5841038,3,pending,362,513,603.0,1683158400.0,50000,neft,ADV969056,Emergency inventory pooling,3620,Fully Recovered,50000,1680642000.0,1680728400.0,0.0,Needs Manual Review,39,2,0.032496,0.1,0.0,100.0
3630,363,202,FN-2025-00363,1679011200.0,New Vehicle,Draft,520,616.0,1678712400.0,1678798800.0,363,Pune,Maharashtra,411001,business,1678626000.0,363,3630,LAN484502,500000,72,9684,15,Central Area,5000,4466,0,11.65,221,490313,5000,504466,1,1046,3630,9684,9684,0,0,Missing,1681257600.0,Missing,Missing,Missing,0,UTRIN8179975,1,363,3630,490313,NEFT,1679097600.0,Customer,520,616,7654306648,BANK0008882,HDFC Bank,Corporate Branch,490313,Missing,1,completed,363,520,616.0,1672617600.0,80000,cash,ADV330602,Bridge financing for trade-in,3630,Fully Recovered,80000,1672700400.0,1672866000.0,0.0,Likely Approved,39,0,0.019368,0.16,0.0,100.0
3630,363,202,FN-2025-00363,1679011200.0,New Vehicle,Draft,520,616.0,1678712400.0,1678798800.0,363,Pune,Maharashtra,411001,business,1678626000.0,363,3630,LAN484502,500000,72,9684,15,Central Area,5000,4466,0,11.65,221,490313,5000,504466,1,1047,3630,9684,9684,0,0,Missing,1683849600.0,Missing,Missing,Missing,0,Missing,1,363,3630,490313,NEFT,1679097600.0,Customer,520,616,7654306648,BANK0008882,HDFC Bank,Corporate Branch,490313,Missing,1,completed,363,520,616.0,1672617600.0,80000,cash,ADV330602,Bridge financing for trade-in,3630,Fully Recovered,80000,1672700400.0,1672866000.0,0.0,Likely Approved,39,0,0.019368,0.16,0.0,100.0
3630,363,202,FN-2025-00363,1679011200.0,New Vehicle,Draft,520,616.0,1678712400.0,1678798800.0,363,Pune,Maharashtra,411001,business,1678626000.0,363,3630,LAN484502,500000,72,9684,15,Central Area,5000,4466,0,11.65,221,490313,5000,504466,1,1048,3630,9684,9684,0,0,Missing,1686441600.0,Missing,HDFC Bank,Main Branch,9684,Missing,1,363,3630,490313,NEFT,1679097600.0,Customer,520,616,7654306648,BANK0008882,HDFC Bank,Corporate Branch,490313,Missing,1,completed,363,520,616.0,1672617600.0,80000,cash,ADV330602,Bridge financing for trade-in,3630,Fully Recovered,80000,1672700400.0,1672866000.0,0.0,Likely Approved,39,0,0.019368,0.16,0.0,100.0
3640,364,214,FN-2024-00364,1698105600.0,Renewal,Sanctioned,510,619.0,1698022800.0,1698282000.0,364,Jaipur,Rajasthan,302001,business,1697936400.0,364,3640,LAN878720,500000,48,12604,8,Approved Area,5000,2730,0,9.68,1008,491262,5000,502730,3,1049,3640,12604,12604,0,0,Missing,1700611200.0,Missing,Missing,Missing,0,UTRIN9391961,3,364,3640,491262,Cheque,1698451200.0,Other,510,619,5298375878,BANK0008681,HDFC Bank,Corporate Branch,491262,Missing,3,pending,364,510,619.0,1689033600.0,20000,cash,ADV132768,RTO tax clearance advance,3640,Fully Recovered,20000,1686520800.0,1686607200.0,0.0,Likely Approved,32,0,0.025208,0.04,0.0,100.0
3640,364,214,FN-2024-00364,1698105600.0,Renewal,Sanctioned,510,619.0,1698022800.0,1698282000.0,364,Jaipur,Rajasthan,302001,business,1697936400.0,364,3640,LAN878720,500000,48,12604,8,Approved Area,5000,2730,0,9.68,1008,491262,5000,502730,3,1050,3640,12604,12604,0,0,Missing,1703203200.0,Missing,Missing,Missing,0,UTRIN6233846,3,364,3640,491262,Cheque,1698451200.0,Other,510,619,5298375878,BANK0008681,HDFC Bank,Corporate Branch,491262,Missing,3,pending,364,510,619.0,1689033600.0,20000,cash,ADV132768,RTO tax clearance advance,3640,Fully Recovered,20000,1686520800.0,1686607200.0,0.0,Likely Approved,32,0,0.025208,0.04,0.0,100.0
3640,364,214,FN-2024-00364,1698105600.0,Renewal,Sanctioned,510,619.0,1698022800.0,1698282000.0,364,Jaipur,Rajasthan,302001,business,1697936400.0,364,3640,LAN878720,500000,48,12604,8,Approved Area,5000,2730,0,9.68,1008,491262,5000,502730,3,1051,3640,12604,12604,0,0,Missing,1705795200.0,Missing,Missing,Missing,0,UTRIN1396539,3,364,3640,491262,Cheque,1698451200.0,Other,510,619,5298375878,BANK0008681,HDFC Bank,Corporate Branch,491262,Missing,3,pending,364,510,619.0,1689033600.0,20000,cash,ADV132768,RTO tax clearance advance,3640,Fully Recovered,20000,1686520800.0,1686607200.0,0.0,Likely Approved,32,0,0.025208,0.04,0.0,100.0
